eci,S_ENBID,S_CELLID,S_PCI,S_EARFCN,scTotal,NcTotal,AdjLT-10db,Adj-10db,Adj-9db,Adj-8db,Adj-7db,Adj-6db,Adj-5db,Adj-4db,Adj-3db,Adj-2db,Adj-1db,Adj0db,Adj1db,Adj2db,Adj3db,Adj4db,Adj5db,Adj6db,AdjGT6db,GE-10,GE-6,TotalNei,NeiGE-10,NeiGE-6,AdjTotal,Adj-10db,Adj-6db,overlap6db,overshoot6db,avg_adj_report_times,dbmtotal,dbmavg,overlap1_num,overlap1_rate,overlap2_num,overlap2_rate,overlap3_num,overlap3_rate,overlap4_num,overlap4_rate,overlap5_num,overlap5_rate,overlap6_num,overlap6_rate,overlap7_num,overlap7_rate,overlap8_num,overlap8_rate,cmccoverlap_num,cmccoverlap_rate,500M,1000M,1500M,AVG-Distance,SinrUL
179673858_H17,701851,2,212,38400,1658,2070,130,45,46,180,216,232,284,238,205,166,89,71,55,40,30,13,3,9,18,1940,1453,28,20,17,333,274,244,70,73,1.2,97221,-81,1022,0.616405307599518,241,0.145355850422195,134,0.0808202653799759,50,0.0301568154402895,6,0.00361881785283474,0,0,0,0,0,0,104,0.0627261761158022,0.823281061519904,0.17189384800965,0.00482509047044632,311,35.894451145959
179673858_H18,701851,2,212,38400,1935,2067,99,28,40,71,157,216,268,279,248,192,133,120,72,53,27,23,20,4,17,1968,1672,24,14,13,418,333,296,81,71,1,110303,-83,1018,0.52609819121447,338,0.174677002583979,215,0.111111111111111,87,0.0449612403100775,13,0.00671834625322997,1,0.000516795865633075,0,0,0,0,157,0.0811369509043928,0.737467700258398,0.262532299741602,0,372,35.8325581395349
179673858_H19,701851,2,212,38400,1153,1093,48,16,11,39,107,121,136,119,110,85,91,87,45,25,22,10,14,1,6,1045,872,30,18,16,356,263,203,80,57,0.9,71569,-78,539,0.467476149176062,182,0.157849089332177,105,0.0910667823070252,42,0.0364267129228101,4,0.00346921075455334,0,0,0,0,0,0,92,0.0797918473547268,0.799653078924545,0.196010407632264,0.00433651344319167,282,35.8222029488291
179673858_H20,701851,2,212,38400,1677,1127,52,14,23,53,70,89,138,160,140,109,90,72,41,22,17,11,6,7,13,1075,915,24,20,19,353,310,251,81,71,0.6,104878,-77,636,0.379248658318426,156,0.0930232558139535,87,0.0518783542039356,29,0.0172927847346452,6,0.0035778175313059,1,0.000596302921884317,0,0,0,0,64,0.0381633870005963,0.902206320810972,0.0852713178294574,0.0125223613595707,273,35.8568872987478
179673858_H21,701851,2,212,38400,1342,1568,59,21,17,52,133,171,286,206,155,125,93,89,49,38,27,19,4,10,14,1509,1286,24,17,14,320,109,86,82,27,1.1,80322,-80,894,0.666169895678092,230,0.171385991058122,117,0.0871833084947839,41,0.0305514157973174,4,0.0029806259314456,0,0,0,0,0,0,108,0.0804769001490313,0.783904619970194,0.152757078986587,0.0633383010432191,364,35.7429210134128
179673858_H22,701851,2,212,38400,1300,1621,80,12,32,58,91,174,317,369,135,105,81,70,36,29,9,13,2,5,3,1541,1348,29,19,15,341,109,93,83,27,1.2,78132,-80,1004,0.772307692307692,212,0.163076923076923,105,0.0807692307692308,24,0.0184615384615385,3,0.00230769230769231,0,0,0,0,0,0,94,0.0723076923076923,0.797692307692308,0.168461538461538,0.0338461538461538,359,35.8523076923077
179673858_H23,701851,2,212,38400,1840,1751,55,14,37,79,155,197,273,258,175,119,109,115,75,44,26,9,6,1,4,1696,1411,22,18,14,149,141,137,81,92,0.9,102503,-84,974,0.529347826086957,273,0.148369565217391,126,0.0684782608695652,33,0.0179347826086957,5,0.00271739130434783,0,0,0,0,0,0,112,0.0608695652173913,0.805434782608696,0.190760869565217,0.00380434782608696,436,35.8902173913043
179673859,701851,3,210,38400,51463,101785,14064,3550,4300,5759,7228,8442,8852,8622,8592,8397,7356,5826,4056,2651,1587,931,522,378,672,87721,66884,166,86,46,8490,7781,5917,66,70,1.9,2431668,-93,30016,0.583253988302275,20895,0.406019858927773,11047,0.214659075452267,4078,0.0792413967316324,757,0.014709597186328,83,0.00161280920272817,7,0.000136020053242135,1,1.94314361774479e-005,8343,0.162116472028448,0.620426325709733,0.376134310086858,0.00343936420340827,662,35.544896333288
179673859_H00,701851,3,210,38400,1667,4460,169,58,81,145,184,278,346,460,528,516,497,473,325,194,107,54,16,13,16,4291,3823,24,18,16,418,415,312,86,75,2.6,68120,-99,1409,0.845230953809238,1207,0.724055188962208,795,0.476904619076185,344,0.206358728254349,62,0.0371925614877025,6,0.00359928014397121,0,0,0,0,651,0.390521895620876,0.153569286142771,0.844031193761248,0.0023995200959808,1224,35.6886622675465
179673859_H01,701851,3,210,38400,1094,2192,342,111,66,92,87,113,110,151,180,226,170,193,155,102,43,25,14,4,8,1850,1494,19,17,17,252,251,149,68,59,2,49391,-95,579,0.529250457038391,464,0.424131627056673,302,0.276051188299817,119,0.108775137111517,28,0.0255941499085923,2,0.00182815356489945,0,0,0,0,201,0.183729433272395,0.426873857404022,0.570383912248629,0.00274223034734918,898,35.7998171846435
179673859_H02,701851,3,210,38400,299,521,59,21,18,15,23,21,31,43,58,56,51,70,31,14,2,0,0,1,7,462,385,27,12,11,234,232,154,74,66,1.7,12139,-99,155,0.518394648829431,128,0.42809364548495,85,0.284280936454849,16,0.0535117056856187,1,0.00334448160535117,0,0,0,0,0,0,14,0.0468227424749164,0.31438127090301,0.68561872909699,0,967,35.7792642140468
179673859_H03,701851,3,210,38400,414,858,44,30,28,12,54,53,51,62,105,100,169,89,42,14,2,1,1,0,1,814,690,13,13,12,152,152,122,80,80,2,17712,-97,284,0.685990338164251,211,0.509661835748792,144,0.347826086956522,40,0.0966183574879227,10,0.0241545893719807,1,0.00241545893719807,0,0,0,0,13,0.0314009661835749,0.43719806763285,0.56280193236715,0,873,35.93961352657
179673859_H04,701851,3,210,38400,511,1024,74,9,8,11,58,94,118,156,128,143,149,45,17,4,0,0,3,2,5,950,864,14,12,12,164,144,85,84,52,2,22335,-96,323,0.632093933463797,275,0.538160469667319,190,0.371819960861057,66,0.129158512720157,9,0.0176125244618395,1,0.00195694716242661,0,0,0,0,32,0.0626223091976517,0.401174168297456,0.598825831702544,0,943,35.9745596868885
179673859_H05,701851,3,210,38400,1205,1860,819,44,52,38,54,114,103,112,92,157,171,59,26,5,1,4,4,2,3,1041,853,16,13,13,197,113,74,46,38,1.5,60938,-89,339,0.281327800829876,292,0.242323651452282,158,0.131120331950207,53,0.0439834024896266,11,0.00912863070539419,0,0,0,0,0,0,16,0.0132780082987552,0.751867219917012,0.248132780082988,0,522,35.9593360995851
179673859_H06,701851,3,210,38400,981,1635,426,49,45,57,85,162,161,137,143,165,61,45,33,23,14,6,5,8,10,1209,973,15,15,14,128,71,65,60,51,1.6,53097,-86,403,0.410805300713558,300,0.305810397553517,161,0.164118246687054,96,0.0978593272171254,12,0.0122324159021407,1,0.00101936799184506,0,0,0,0,134,0.136595310907238,0.735983690112131,0.26401630988787,0,514,35.8623853211009
179673859_H07,701851,3,210,38400,1192,2703,272,83,125,155,223,203,184,187,235,217,205,171,147,108,63,33,23,22,47,2431,1845,27,20,17,176,114,85,68,48,2.2,56314,-93,784,0.657718120805369,552,0.463087248322148,351,0.294463087248322,128,0.10738255033557,29,0.0243288590604027,1,0.000838926174496644,0,0,0,0,254,0.213087248322148,0.548657718120805,0.447986577181208,0.00335570469798658,752,35.3901006711409
179673859_H08,701851,3,210,38400,1527,3001,397,107,157,202,213,230,227,224,228,274,220,155,106,81,66,31,28,20,35,2604,1925,38,22,20,252,214,153,64,61,1.9,77024,-90,870,0.569744597249509,563,0.368696791093648,323,0.211525867714473,129,0.0844793713163065,36,0.0235756385068762,4,0.00261951538965291,0,0,0,0,237,0.155206286836935,0.736083824492469,0.262606417812705,0.00130975769482646,509,35.5206286836935
179673859_H09,701851,3,210,38400,2608,4863,793,194,250,275,311,358,357,374,351,363,363,291,217,138,77,54,35,23,39,4070,3040,30,21,18,404,340,254,63,63,1.8,129580,-90,1408,0.539877300613497,944,0.361963190184049,475,0.182131901840491,171,0.0655674846625767,35,0.013420245398773,7,0.0026840490797546,0,0,0,0,366,0.140337423312883,0.723542944785276,0.276457055214724,0,514,35.5207055214724
179673859_H10,701851,3,210,38400,4009,6200,1114,271,320,378,448,519,552,507,512,425,328,283,192,126,87,58,26,19,35,5086,3669,25,20,17,572,521,402,59,70,1.5,200084,-90,1837,0.458219007233724,1053,0.262659017211275,535,0.133449738089299,199,0.0496383137939636,37,0.00922923422299825,8,0.00199551010226989,0,0,0,0,422,0.105263157894737,0.865552506859566,0.13419805437765,0.000249438762783737,388,35.5836867049139
179673859_H11,701851,3,210,38400,3042,5898,1105,254,322,385,398,435,447,465,434,406,386,266,214,137,92,55,30,28,39,4793,3434,38,24,20,710,664,461,58,65,1.9,151766,-90,1616,0.531229454306377,1018,0.334648257725181,557,0.18310322156476,204,0.0670611439842209,34,0.0111768573307035,4,0.00131492439184747,1,0.000328731097961867,0,0,455,0.14957264957265,0.756738987508218,0.241946088099934,0.00131492439184747,491,35.4937541091387
179673859_H12,701851,3,210,38400,3493,6938,971,264,294,469,550,701,817,708,590,469,364,269,186,128,59,38,21,15,25,5967,4390,32,24,18,869,849,646,63,74,1.9,159124,-94,2242,0.641855138849127,1395,0.399370168909247,507,0.145147437732608,199,0.0569710850271972,38,0.0108789006584598,7,0.00200400801603206,2,0.000572573718866304,0,0,444,0.12711136558832,0.727168622960206,0.265674205553965,0.0071571714858288,542,35.6169481820784
179673859_H13,701851,3,210,38400,3516,6769,632,158,233,459,545,646,770,676,629,559,523,380,229,148,90,32,23,10,27,6137,4742,27,20,19,570,536,401,70,70,1.9,153667,-96,2134,0.606939704209329,1603,0.455915813424346,718,0.204209328782708,245,0.0696814562002275,38,0.0108077360637088,3,0.000853242320819113,1,0.000284414106939704,0,0,599,0.170364050056883,0.525312855517634,0.472696245733788,0.00199089874857793,777,35.2812855517634
179673859_H14,701851,3,210,38400,3433,6584,839,219,271,473,751,903,735,411,427,363,386,284,183,145,65,49,22,15,43,5745,4031,28,22,19,297,242,184,61,62,1.9,164170,-92,1971,0.574133411010778,1292,0.376347218176522,517,0.150597145353918,195,0.0568016312263327,50,0.0145645208272648,5,0.00145645208272648,1,0.000291290416545296,0,0,406,0.11826390911739,0.741042819691232,0.257792018642587,0.00116516166618118,559,35.723274104282
179673859_H15,701851,3,210,38400,3420,6724,991,276,359,433,611,608,566,582,539,497,415,299,192,153,89,46,18,19,31,5733,4054,38,23,21,438,379,300,60,68,1.9,161207,-93,2060,0.60233918128655,1242,0.363157894736842,560,0.16374269005848,167,0.0488304093567251,23,0.00672514619883041,2,0.000584795321637427,0,0,0,0,453,0.132456140350877,0.704970760233918,0.294444444444444,0.000584795321637427,571,35.5429824561404
179673859_H16,701851,3,210,38400,2357,4602,703,189,214,273,356,321,370,404,385,381,295,255,158,79,80,51,32,21,35,3899,2867,31,20,18,493,460,332,62,67,1.9,116020,-91,1308,0.554942723801442,835,0.354263894781502,494,0.209588459906661,203,0.0861264319049639,25,0.0106067034365719,2,0.000848536274925753,0,0,0,0,372,0.15782774713619,0.722528638099279,0.276622825625795,0.000848536274925753,534,35.4700890963089
179673859_H17,701851,3,210,38400,2649,4890,754,187,245,319,347,367,369,335,315,355,320,284,224,138,100,66,62,40,63,4136,3038,31,23,19,454,420,340,62,75,1.8,136059,-89,1291,0.487353718384296,935,0.352963382408456,560,0.211400528501321,207,0.0781426953567384,38,0.0143450358625897,5,0.0018875047187618,1,0.000377500943752359,1,0.000377500943752359,440,0.166100415251038,0.69762174405436,0.301623254058135,0.000755001887504719,540,35.3133257833145
179673859_H18,701851,3,210,38400,2692,5469,717,169,216,277,306,372,415,447,493,518,423,393,280,158,112,69,35,27,42,4752,3784,30,24,21,572,559,497,69,87,2,125317,-93,1682,0.62481426448737,1215,0.451337295690936,600,0.222882615156018,223,0.0828380386329866,56,0.0208023774145617,8,0.00297176820208024,0,0,0,0,443,0.164561664190193,0.572808320950966,0.423105497771174,0.00408618127786033,691,35.369985141159
179673859_H19,701851,3,210,38400,2491,5162,737,225,258,298,370,445,411,390,384,387,332,305,221,159,101,53,28,15,43,4425,3274,31,21,20,233,228,200,63,86,2,115503,-94,1495,0.600160578081092,971,0.389803291850662,565,0.226816539542352,207,0.0830991569650743,32,0.0128462464873545,4,0.00160578081091931,0,0,0,0,445,0.178643115214773,0.613408269771176,0.385387394620634,0.00120433560818948,678,35.4564431955038
179673859_H20,701851,3,210,38400,1535,3435,569,139,174,203,231,251,274,258,241,215,227,173,148,105,74,55,27,25,46,2866,2119,30,19,18,227,216,192,62,85,2.2,73500,-92,1012,0.65928338762215,653,0.425407166123778,324,0.211074918566775,108,0.0703583061889251,19,0.0123778501628664,2,0.00130293159609121,1,0.000651465798045603,0,0,269,0.175244299674267,0.674267100977199,0.32442996742671,0.00130293159609121,601,35.4228013029316
179673859_H21,701851,3,210,38400,1497,3812,574,180,154,218,238,268,257,276,287,333,290,237,169,121,85,53,23,17,32,3238,2448,30,23,21,212,210,168,64,79,2.5,69434,-94,988,0.65998663994656,768,0.513026052104208,456,0.304609218436874,189,0.12625250501002,43,0.0287241148964596,4,0.00267201068804275,0,0,0,0,301,0.201068804275217,0.60187040748163,0.395457581830327,0.00267201068804275,711,35.4248496993988
179673859_H22,701851,3,210,38400,2770,5165,516,146,162,211,294,372,479,490,507,563,438,329,272,184,87,51,20,18,26,4649,3836,50,34,21,276,261,189,74,68,1.8,126468,-94,1586,0.572563176895307,1220,0.44043321299639,715,0.25812274368231,266,0.096028880866426,45,0.0162454873646209,4,0.00144404332129964,0,0,0,0,563,0.203249097472924,0.383032490974729,0.609747292418773,0.0072202166064982,923,35.6469314079422
179673859_H23,701851,3,210,38400,3061,7020,447,167,248,361,491,608,702,767,801,709,573,478,289,187,91,47,26,14,14,6573,5306,34,27,17,190,190,152,76,80,2.2,132699,-97,2240,0.731786997713166,1759,0.574648807579222,955,0.311989545900033,304,0.0993139496896439,46,0.0150277687030382,2,0.000653381247958184,0,0,0,0,813,0.265599477295002,0.229010127409343,0.745834694544267,0.0251551780463901,1134,35.5896765762823
210669953,822929,129,183,38400,172284,233687,60100,13181,14181,16454,18695,18933,19119,18154,16235,14009,10144,6668,4113,2090,883,394,163,74,97,173587,111076,327,116,48,9141,7127,4704,48,51,1.3,6651716,-101,81606,0.473671379814725,23056,0.133825543869425,5589,0.0324406212997144,790,0.00458545192821156,35,0.00020315293352836,0,0,0,0,0,0,4133,0.0239894592649346,0.987503192403241,0.0114520210814701,0.00104478651528871,268,35.6051113278076
210669953_H00,822929,129,183,38400,9039,11777,2487,575,660,802,908,1010,1079,1151,1006,899,587,336,149,73,29,16,8,1,1,9290,6345,76,32,16,154,136,93,54,60,1.3,349848,-101,4792,0.530147140170373,1247,0.137957738687908,272,0.0300918243168492,33,0.00365084633255891,1,0.00011063170704724,0,0,0,0,0,0,220,0.0243389755503927,0.993472729284213,0.00431463657484235,0.00221263414094479,269,35.5800420400487
210669953_H01,822929,129,183,38400,6275,9111,1684,356,418,579,669,696,815,1029,985,982,469,268,89,42,15,10,4,0,1,7427,5405,54,24,12,469,426,317,59,68,1.4,240835,-102,3572,0.569243027888446,1427,0.227410358565737,364,0.05800796812749,42,0.00669322709163347,0,0,0,0,0,0,0,0,265,0.0422310756972112,0.964780876494024,0.0317131474103586,0.00350597609561753,285,35.5818326693227
210669953_H02,822929,129,183,38400,5266,8091,1675,358,352,488,632,647,750,856,1168,550,261,223,72,41,11,4,0,3,0,6416,4586,53,24,14,215,140,114,57,53,1.5,204842,-101,3098,0.588302316748956,1128,0.214204329661983,331,0.0628560577288264,29,0.00550702620584884,0,0,0,0,0,0,0,0,272,0.0516521078617546,0.910368401063426,0.0892518040258261,0.000379794910748196,291,35.8585263957463
210669953_H03,822929,129,183,38400,4444,6268,1239,308,251,370,560,552,559,659,753,581,260,101,51,18,2,2,1,1,0,5029,3540,47,18,11,174,146,122,56,70,1.4,169203,-102,2654,0.597209720972097,641,0.144239423942394,207,0.0465796579657966,38,0.00855085508550855,0,0,0,0,0,0,0,0,186,0.0418541854185419,0.988523852385239,0.0114761476147615,0,259,35.7619261926193
210669953_H04,822929,129,183,38400,4344,5326,843,214,208,232,387,340,520,533,763,606,392,106,96,63,18,4,0,0,1,4483,3442,42,16,11,258,156,117,65,45,1.2,167242,-102,2655,0.611187845303867,602,0.138581952117864,168,0.0386740331491713,17,0.0039134438305709,0,0,0,0,0,0,0,0,163,0.0375230202578269,0.994705340699816,0.00506445672191529,0.000230202578268877,248,35.8740791896869
210669953_H05,822929,129,183,38400,4008,4466,949,388,323,249,225,181,260,246,332,597,575,101,30,6,3,1,0,0,0,3517,2332,45,16,10,297,259,213,52,72,1.1,154128,-102,1976,0.493013972055888,266,0.0663672654690619,88,0.0219560878243513,2,0.000499001996007984,0,0,0,0,0,0,0,0,82,0.0204590818363273,0.9937624750499,0.00598802395209581,0.000249500998003992,270,35.8914670658683
210669953_H06,822929,129,183,38400,6029,6378,1077,395,461,446,444,434,409,389,463,705,671,256,110,52,43,14,5,2,2,5301,3555,60,22,12,259,217,183,56,71,1,230448,-102,3045,0.505058882069995,405,0.0671753192900979,101,0.0167523635760491,4,0.000663459943605905,0,0,0,0,0,0,0,0,83,0.0137667938298225,0.995024050422956,0.00398075966163543,0.000995189915408857,262,35.7045944601095
210669953_H07,822929,129,183,38400,6390,7363,1513,388,473,586,682,686,782,617,469,389,267,240,158,59,34,9,7,3,1,5850,3721,71,23,13,254,137,85,51,33,1.1,255547,-100,3055,0.478090766823161,536,0.0838810641627543,104,0.0162754303599374,23,0.00359937402190923,3,0.000469483568075117,0,0,0,0,0,0,59,0.00923317683881064,0.995931142410016,0.00391236306729264,0.000156494522691706,267,35.7863849765258
210669953_H08,822929,129,183,38400,5871,6779,1904,450,460,470,499,673,618,463,378,308,202,116,120,56,21,26,11,2,2,4875,2996,57,25,16,225,151,65,44,29,1.1,227613,-101,2314,0.394140691534662,537,0.0914665304036791,129,0.0219724067450179,15,0.00255493101686254,1,0.000170328734457503,0,0,0,0,0,0,88,0.0149889286322603,0.99727474024868,0.00272525975132005,0,276,35.599386816556
210669953_H09,822929,129,183,38400,4418,6100,1501,354,415,461,485,517,476,511,439,368,270,159,82,29,21,10,0,2,0,4599,2884,61,19,12,255,180,100,47,39,1.3,167137,-102,2061,0.46650067904029,704,0.159348121321865,110,0.0248981439565414,9,0.00203712086917157,0,0,0,0,0,0,0,0,68,0.0153915799004074,0.997736532367587,0.00226346763241286,0,281,35.3789044816659
210669953_H10,822929,129,183,38400,4912,5941,1998,476,421,405,425,433,364,380,259,199,206,175,88,76,20,9,4,1,2,3943,2216,42,16,12,280,201,98,37,35,1.2,192182,-101,1747,0.355659609120521,372,0.0757328990228013,88,0.0179153094462541,8,0.00162866449511401,1,0.000203583061889251,0,0,0,0,0,0,61,0.0124185667752443,0.987988599348534,0.0120114006514658,0,272,35.3387622149837
210669953_H11,822929,129,183,38400,6176,7741,1958,412,458,527,622,623,619,543,462,472,407,325,153,82,40,21,7,6,4,5783,3764,34,19,16,389,297,144,49,37,1.2,239215,-101,2809,0.454825129533679,769,0.124514248704663,169,0.0273639896373057,17,0.00275259067357513,0,0,0,0,0,0,0,0,126,0.0204015544041451,0.986075129533679,0.0139248704663212,0,268,35.5516515544041
210669953_H12,822929,129,183,38400,6565,8747,1747,418,465,558,655,746,826,971,607,513,408,340,241,131,68,31,13,4,5,7000,4904,58,22,17,701,493,234,56,33,1.3,256108,-101,3477,0.52962680883473,1120,0.170601675552171,253,0.0385376999238385,46,0.00700685453160701,8,0.00121858339680122,0,0,0,0,0,0,154,0.0234577303884235,0.996191926884996,0.00380807311500381,0,253,35.5396801218583
210669953_H13,822929,129,183,38400,9115,12883,3755,826,840,886,1012,1017,1039,996,803,642,434,289,202,91,28,14,7,2,0,9128,5564,80,24,18,287,201,138,43,48,1.4,343949,-102,4117,0.451673066374109,1107,0.12144816236972,279,0.0306088864509051,60,0.0065825562260011,1,0.000109709270433352,0,0,0,0,0,0,146,0.0160175534832693,0.968952276467361,0.0290729566648382,0.00197476686780033,280,35.5416346681295
210669953_H14,822929,129,183,38400,8177,11101,3357,824,824,812,901,889,885,621,547,407,303,263,189,118,62,38,14,14,33,7744,4383,73,26,16,708,617,464,39,66,1.3,313332,-102,3458,0.422893481717011,738,0.0902531490766785,158,0.0193224899107252,29,0.00354653295829766,0,0,0,0,0,0,0,0,118,0.0144307203130733,0.997920997920998,0.00207900207900208,0,258,35.5184052831112
210669953_H15,822929,129,183,38400,6258,9441,2715,642,751,755,781,849,751,579,463,362,212,200,148,118,52,38,11,5,9,6726,3797,48,15,13,615,544,359,40,58,1.5,228169,-104,2679,0.428092042186002,886,0.141578779162672,175,0.0279642058165548,57,0.00910834132310642,0,0,0,0,0,0,0,0,159,0.0254074784276127,0.998082454458293,0.00191754554170662,0,258,35.1398210290828
210669953_H16,822929,129,183,38400,5513,8577,2794,461,519,613,675,655,563,507,423,339,324,308,235,108,31,11,4,2,5,5783,3515,43,20,15,413,314,207,41,50,1.5,215995,-101,2429,0.440594957373481,925,0.167785234899329,136,0.0246689642662797,25,0.00453473607836024,0,0,0,0,0,0,0,0,103,0.0186831126428442,0.992925811717758,0.00707418828224197,0,261,35.5557772537638
210669953_H17,822929,129,183,38400,7509,10210,3504,642,664,788,780,809,718,582,497,377,276,251,155,86,41,25,6,3,6,6706,3832,68,34,25,616,496,331,38,54,1.3,291383,-101,2825,0.376215208416567,789,0.105073911306432,189,0.0251697962445066,29,0.00386203222799308,0,0,0,0,0,0,0,0,132,0.0175789053136237,0.981888400585963,0.016513517112798,0.00159808230123851,265,35.6106006125982
210669953_H18,822929,129,183,38400,8720,12297,3283,639,704,1081,1190,1038,944,886,693,564,441,377,227,127,58,24,15,4,2,9014,5400,84,35,23,548,445,270,44,49,1.4,334405,-102,3986,0.457110091743119,1093,0.125344036697248,268,0.0307339449541284,51,0.00584862385321101,2,0.000229357798165138,0,0,0,0,0,0,210,0.0240825688073395,0.992889908256881,0.00711009174311927,0,263,35.6922018348624
210669953_H19,822929,129,183,38400,10011,13654,3821,622,727,1007,1027,1041,1089,1020,902,760,725,477,236,121,46,15,7,4,7,9833,6450,76,33,22,408,282,187,47,46,1.3,402907,-100,4789,0.478373788832284,1328,0.132654080511437,299,0.0298671461392468,34,0.00339626410947957,0,0,0,0,0,0,0,0,266,0.0265707721506343,0.989611427429827,0.0101887923284387,0.000199780241734093,269,35.6845469983019
210669953_H20,822929,129,183,38400,9719,13925,4213,845,909,966,1036,1008,987,898,866,823,538,366,245,121,65,20,13,4,2,9712,5956,60,25,18,396,292,196,43,49,1.4,378511,-101,4243,0.436567548101657,1377,0.141681242926227,297,0.0305586994546764,36,0.00370408478238502,3,0.000308673731865418,0,0,0,0,0,0,249,0.0256199197448297,0.993312069142916,0.00668793085708406,0,276,35.6073670130672
210669953_H21,822929,129,183,38400,11959,17174,5030,969,1038,1159,1316,1307,1155,1109,1119,1021,707,538,423,185,60,20,11,1,6,12144,7662,96,33,19,547,462,319,45,58,1.4,457800,-102,5321,0.444936867631073,1814,0.151684923488586,472,0.0394681829584413,50,0.00418095158458065,5,0.000418095158458065,0,0,0,0,0,0,366,0.0306045655991304,0.98653733589765,0.00744209382055356,0.00602057028179614,292,35.5581570365415
210669953_H22,822929,129,183,38400,13114,18291,4742,969,1078,1325,1631,1589,1634,1590,1142,920,666,478,291,138,66,17,7,4,4,13549,8546,98,35,17,271,219,161,47,59,1.3,500622,-102,6233,0.475293579380814,1775,0.135351532713131,486,0.0370596309287784,52,0.00396522800061003,0,0,0,0,0,0,0,0,254,0.0193686136952875,0.993670886075949,0.00556657007777947,0.000762543846271161,255,35.6242183925576
210669953_H23,822929,129,183,38400,8452,12046,2311,650,762,889,1153,1193,1277,1018,696,625,543,375,323,149,49,15,8,6,4,9735,6281,65,29,24,402,316,187,52,47,1.4,330295,-101,4271,0.505324183625178,1470,0.173923331755797,446,0.0527685754850923,84,0.00993847610033128,10,0.00118315191670611,0,0,0,0,0,0,303,0.035849503076195,0.989588263132986,0.00887363937529579,0.00153809749171794,248,35.6681258873639
210669954,822929,130,184,38400,244313,235098,50896,13288,14690,17313,19997,20914,20055,18448,16282,13706,10994,7946,4851,2719,1348,644,373,232,402,184202,118914,397,161,93,73228,52148,30366,51,41,0.9,10583365,-97,82525,0.337783908347079,27496,0.112544154424857,6850,0.0280378039645864,1655,0.00677409716224679,308,0.00126067790088943,67,0.00027423837454413,11,4.50242107460512e-005,2,8.18622013564567e-006,5818,0.0238137143745932,0.918321988596595,0.0779123501410076,0.00376566126239701,327,35.374650550728
210669954_H00,822929,130,184,38400,11795,12417,2316,728,787,910,971,987,1031,927,897,811,681,580,361,197,107,54,36,14,22,10101,6705,131,61,39,3458,2531,1517,54,44,1,516614,-96,4306,0.365069944891903,1697,0.14387452310301,515,0.0436625688851208,144,0.0122085629504027,35,0.0029673590504451,7,0.000593471810089021,1,8.47816871555744e-005,0,0,377,0.0319626960576515,0.874438321322594,0.12547689699025,8.47816871555744e-005,342,35.4148367952522
210669954_H01,822929,130,184,38400,7342,7053,1393,487,514,547,548,587,574,578,541,401,357,262,127,66,44,15,6,3,3,5660,3564,120,47,31,2715,2106,1366,51,50,0.9,304638,-99,2363,0.321846908199401,895,0.12190138926723,246,0.0335058567147916,48,0.00653772813947153,10,0.00136202669572324,2,0.000272405339144647,0,0,0,0,201,0.027376736584037,0.908880414056116,0.0847180604739853,0.00640152546989921,330,35.1972214655407
210669954_H02,822929,130,184,38400,6080,5304,1631,256,260,282,361,337,368,389,394,317,266,243,94,55,31,8,3,1,8,3673,2514,79,36,27,2016,1621,941,47,47,0.8,265105,-96,1746,0.287171052631579,678,0.111513157894737,80,0.0131578947368421,8,0.00131578947368421,2,0.000328947368421053,0,0,0,0,0,0,75,0.0123355263157895,0.940953947368421,0.0577302631578947,0.00131578947368421,321,35.3564144736842
210669954_H03,822929,130,184,38400,6212,4441,910,266,250,327,301,278,340,333,337,301,311,281,120,60,18,4,2,1,1,3531,2387,74,34,26,1401,1045,668,54,48,0.7,273915,-96,1762,0.283644558918223,550,0.0885383129426916,68,0.0109465550547328,6,0.000965872504829363,1,0.000160978750804894,0,0,0,0,0,0,63,0.0101416613007083,0.969253058596265,0.0254346426271732,0.00531229877656149,307,35.5909529942048
210669954_H04,822929,130,184,38400,6006,4283,714,201,272,305,340,352,328,313,246,286,480,268,121,27,13,12,3,1,1,3569,2451,67,23,18,1169,975,739,57,63,0.7,262503,-96,1800,0.2997002997003,579,0.0964035964035964,69,0.0114885114885115,3,0.0004995004995005,0,0,0,0,0,0,0,0,67,0.0111555111555112,0.968198468198468,0.0318015318015318,0,298,35.5572760572761
210669954_H05,822929,130,184,38400,4831,3329,705,174,193,236,240,239,273,299,235,267,174,168,71,30,15,5,2,0,3,2624,1781,64,23,17,1260,1024,739,53,59,0.6,214191,-96,1208,0.250051749120265,428,0.0885944938936038,113,0.0233906023597599,31,0.00641689091285448,1,0.000206996481059822,0,0,0,0,0,0,82,0.0169737114469054,0.936866073276754,0.0631339267232457,0,309,35.6164355205961
210669954_H06,822929,130,184,38400,5792,3967,803,194,211,303,402,388,342,273,278,324,203,102,62,57,12,2,2,3,6,3164,2054,70,28,22,1943,1689,1139,52,59,0.6,262183,-95,1336,0.230662983425414,523,0.0902969613259668,164,0.0283149171270718,31,0.00535220994475138,0,0,0,0,0,0,0,0,135,0.0233080110497238,0.938017955801105,0.0590469613259669,0.00293508287292818,301,35.5925414364641
